workload,Sh_base,Sh_hmp,Sh_impr_pct,Lr_base_ms,Lr_hmp_ms,Lr_impr_pct,Tgc_base_ms,Tgc_hmp_ms,Tgc_impr_pct,Peak_RSS_Reduction_pct,Energy_Overhead_W
W1,0.7586107903109365,0.8145729970088075,7.376922875787819,111.88570098445786,81.30779995670497,27.329587926521988,24.038591933025618,18.509773904680863,22.999758237706686,23.66982115509569,0.12532666666666664
W2,0.826092633507525,0.864109573500605,4.602013434199124,108.332320684976,79.68418814267123,26.444677231287095,24.016496943691358,18.512002261807364,22.919640173959305,18.409203209112146,0.12084666666666666
W3,0.7972066191856879,0.8760922959513725,9.895248724073006,109.69356956258575,79.49730100265872,27.527838395940364,23.83310829848876,18.51094579698288,22.330962603998042,28.390397320480478,0.12110666666666664
W4,0.8891055308719233,0.8687725051683555,-2.2869054491847916,105.57854766666495,85.56613316459912,18.955000750009827,23.944233986742333,20.448988213338477,14.597442437870994,-1.420715217859194,0.10282999999999999
